respondentId,timestamp,persona,demo_parentAge,demo_education,demo_relationship,demo_childrenCount,demo_childAge,health_gender,health_weightPerception,health_infoSources,nps_score,knowledge_1,knowledge_2,knowledge_3,knowledge_4,knowledge_5,knowledge_6,knowledge_7,practices_1,practices_2,practices_3,practices_4,practices_5,practices_6,practices_7,practices_8,satisfaction_1,satisfaction_2,satisfaction_3,satisfaction_4,satisfaction_5,retro_know_1,retro_prac_1,open_challenges,open_likes,open_suggestions
RESP_1771941830922_57,2026-02-02T15:28:51.082Z,"Busy Father / أب مشغول","أكثر من 45 سنة","أقل من ثانوي",أب,"2-3 أطفال","7 – 10 سنوات",أنثى,طبيعي,"إنترنت/تواصل اجتماعي",3,3,3,4,2,3,4,3,1,2,1,2,2,1,3,2,2,2,2,2,2,1,2,"المشكلة الأساسية هي توفير وجبات صحية","رائع، خاصة المتابعة المستمرة","أتمنى إضافة تطبيق للهواتف"
RESP_1771941830922_58,2026-02-02T00:50:10.495Z,"Engaged Mother / أم مهتمة","25 – 35 سنة",جامعي,أم,"2-3 أطفال","3 – 6 سنوات",أنثى,"لا أعلم","طبيب أطفال",5,4,4,3,5,3,4,4,4,4,5,5,5,4,4,4,4,4,3,3,3,3,4,"المشكلة الأساسية هي منع طفلي عن السكريات","استفدت كثيراً من المعلومات القيمة و {feature}","أتمنى إضافة تطبيق للهواتف"
RESP_1771941830923_59,2026-02-15T00:31:18.264Z,"Engaged Mother / أم مهتمة","25 – 35 سنة",جامعي,أم,"2-3 أطفال","3 – 6 سنوات",أنثى,طبيعي,"طبيب أطفال",6,4,4,3,4,5,3,3,4,4,4,5,4,4,5,5,3,2,4,4,2,3,4,"أواجه صعوبة في تحديد الكميات المناسبة بسبب ضيق الوقت","رائع، خاصة التصميم الجذاب","أتمنى إضافة استشارات مباشرة مع أطباء"
RESP_1771941830923_60,2026-01-26T16:45:39.436Z,"General Parent / العينة العامة","25 – 35 سنة","دبلوم متوسط",أم,"2-3 أطفال","أقل من 3 سنوات",ذكر,"وزن زائد","الإنترنت ومواقع التواصل الاجتماعي",10,4,3,2,3,3,3,2,3,2,2,3,4,4,4,3,5,5,5,5,5,2,3,"أواجه صعوبة في منع طفلي عن السكريات بسبب قلة الخيارات المتاحة","رائع، خاصة التصميم الجذاب","لا يوجد، شكراً لكم"
RESP_1771941830923_61,2026-02-06T03:46:36.721Z,"Engaged Mother / أم مهتمة","36 – 45 سنة","دبلوم متوسط",أم,"2-3 أطفال","7 – 10 سنوات",أنثى,"وزن زائد","طبيب أطفال",6,4,5,4,5,3,4,4,4,4,3,5,5,5,4,4,3,3,3,3,2,3,3,"المشكلة الأساسية هي توفير وجبات صحية","استفدت كثيراً من النصائح العملية و {feature}","سيكون أفضل لو تم نظام تنبيهات للوجبات"
RESP_1771941830923_62,2026-02-05T16:15:03.752Z,"Busy Father / أب مشغول","25 – 35 سنة","دبلوم متوسط",أب,"طفل واحد","7 – 10 سنوات",أنثى,طبيعي,"إنترنت/تواصل اجتماعي",5,4,3,3,3,4,2,3,1,2,2,3,2,2,3,3,4,3,3,3,3,2,2,"أواجه صعوبة في تحديد الكميات المناسبة بسبب عدم تقبل الطفل للمذاق الجديد","أكثر ما أعجبني هو سهولة الاستخدام","أتمنى إضافة وصفات صحية سريعة"
RESP_1771941830923_63,2026-02-23T02:36:00.857Z,"Busy Father / أب مشغول","36 – 45 سنة",ثانوي,أب,"طفل واحد","أكبر من 14 سنة",ذكر,طبيعي,"إنترنت/تواصل اجتماعي",10,3,3,3,3,2,4,2,2,1,2,1,2,2,2,3,5,5,5,5,5,1,2,"أواجه صعوبة في تنويع الأكل بسبب ارتفاع الأسعار","رائع، خاصة التصميم الجذاب","لا يوجد، شكراً لكم"
RESP_1771941830923_64,2026-02-09T10:29:00.189Z,"General Parent / العينة العامة","25 – 35 سنة",ثانوي,أم,"2-3 أطفال","11 – 14 سنة",أنثى,طبيعي,"طبيب أطفال",1,3,2,2,3,4,3,3,2,3,4,4,3,2,4,2,2,3,1,2,2,1,3,"بصراحة، عملي لفترات طويلة يجعل من الصعب تحديد الكميات المناسبة","أكثر ما أعجبني هو المتابعة المستمرة","أتمنى إضافة تطبيق للهواتف"
RESP_1771941830924_65,2026-02-05T16:46:39.193Z,"Engaged Mother / أم مهتمة","25 – 35 سنة",جامعي,أم,"طفل واحد","7 – 10 سنوات",ذكر,"سمنة مفرطة","أخصائي تغذية",3,3,3,3,5,5,4,4,3,5,5,4,5,5,5,5,3,2,2,2,3,3,4,"أواجه صعوبة في إيجاد وقت للطبخ بسبب قلة الخيارات المتاحة","رائع، خاصة التصميم الجذاب","أتمنى إضافة نظام تنبيهات للوجبات"
RESP_1771941830924_66,2026-01-29T15:36:23.157Z,"Engaged Mother / أم مهتمة","أقل من 25 سنة",ثانوي,أم,"2-3 أطفال","أقل من 3 سنوات",ذكر,طبيعي,"الإنترنت ومواقع التواصل الاجتماعي",6,3,5,5,4,4,5,4,4,5,3,4,4,5,4,5,2,2,3,2,2,4,3,"المشكلة الأساسية هي توفير وجبات صحية","استفدت كثيراً من التصميم الجذاب و {feature}","أتمنى إضافة فيديوهات توضيحية أكثر"
RESP_1771941830924_67,2026-02-01T13:28:42.720Z,"General Parent / العينة العامة","أكثر من 45 سنة","دبلوم متوسط",أب,"2-3 أطفال","3 – 6 سنوات",أنثى,"نحيف جداً","الإنترنت ومواقع التواصل الاجتماعي",5,3,3,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,"المشكلة الأساسية هي منع طفلي عن السكريات","رائع، خاصة المعلومات القيمة","لا يوجد، شكراً لكم"
RESP_1771941830925_68,2026-02-01T12:46:39.985Z,"General Parent / العينة العامة","25 – 35 سنة","دبلوم متوسط",أب,"طفل واحد","7 – 10 سنوات",ذكر,طبيعي,"طبيب أطفال",10,3,4,3,2,4,3,3,4,3,4,3,3,3,3,3,5,5,5,5,5,3,2,"أواجه صعوبة في إقناع طفلي بأكل الخضراوات بسبب ضيق الوقت","استفدت كثيراً من سهولة الاستخدام و {feature}","لا يوجد، شكراً لكم"
RESP_1771941830925_69,2026-02-05T08:50:09.779Z,"General Parent / العينة العامة","25 – 35 سنة",جامعي,أم,"طفل واحد","7 – 10 سنوات",أنثى,طبيعي,"أخصائي تغذية",2,2,3,2,4,3,3,3,2,3,3,4,4,3,3,3,2,2,3,1,3,2,2,"أواجه صعوبة في تحديد الكميات المناسبة بسبب ضيق الوقت","رائع، خاصة التصميم الجذاب","أتمنى إضافة تطبيق للهواتف"
RESP_1771941830925_70,2026-02-10T23:05:55.229Z,"Engaged Mother / أم مهتمة","25 – 35 سنة",جامعي,أم,"2-3 أطفال","3 – 6 سنوات",أنثى,طبيعي,"الإنترنت ومواقع التواصل الاجتماعي",4,5,5,4,5,3,5,4,3,5,3,3,4,5,4,4,2,1,3,3,3,3,4,"أواجه صعوبة في تنويع الأكل بسبب تأثير الإعلانات على طفلي","أكثر ما أعجبني هو التصميم الجذاب","أتمنى إضافة فيديوهات توضيحية أكثر"
RESP_1771941830925_71,2026-02-11T04:30:38.230Z,"Busy Father / أب مشغول","36 – 45 سنة","دراسات عليا",أب,"طفل واحد","7 – 10 سنوات",أنثى,"وزن زائد","إنترنت/تواصل اجتماعي",6,4,3,2,3,3,2,3,3,3,2,1,3,1,2,2,2,3,2,3,3,2,3,"بصراحة، ضيق الوقت يجعل من الصعب منع طفلي عن السكريات","أكثر ما أعجبني هو سهولة الاستخدام","أتمنى إضافة فيديوهات توضيحية أكثر"
RESP_1771941830925_72,2026-01-29T09:10:15.489Z,"General Parent / العينة العامة","أكثر من 45 سنة",جامعي,أم,"2-3 أطفال","7 – 10 سنوات",أنثى,طبيعي,"طبيب أطفال",3,2,4,3,3,3,3,3,3,4,4,3,3,4,3,3,1,2,2,1,2,2,1,"المشكلة الأساسية هي تنويع الأكل","استفدت كثيراً من التقييم الشامل و {feature}","سيكون أفضل لو تم استشارات مباشرة مع أطباء"
RESP_1771941830925_73,2026-02-22T20:07:54.067Z,"Engaged Mother / أم مهتمة","أكثر من 45 سنة",جامعي,أم,"طفل واحد","7 – 10 سنوات",ذكر,طبيعي,"طبيب أطفال",9,4,4,4,4,4,4,4,5,4,5,5,3,4,3,4,5,5,5,5,5,4,3,"بصراحة، ضيق الوقت يجعل من الصعب إيجاد وقت للطبخ","استفدت كثيراً من المتابعة المستمرة و {feature}","أتمنى إضافة تطبيق للهواتف"
RESP_1771941830926_74,2026-02-23T14:40:32.268Z,"Engaged Mother / أم مهتمة","25 – 35 سنة","دبلوم متوسط",أم,"2-3 أطفال","أقل من 3 سنوات",أنثى,"لا أعلم","الإنترنت ومواقع التواصل الاجتماعي",2,4,4,5,3,4,5,5,4,4,5,4,4,4,4,5,2,2,2,2,2,4,3,"أواجه صعوبة في توفير وجبات صحية بسبب ارتفاع الأسعار","رائع، خاصة المعلومات القيمة","لا يوجد، شكراً لكم"
RESP_1771941830926_75,2026-02-02T21:43:10.359Z,"Engaged Mother / أم مهتمة","36 – 45 سنة","دبلوم متوسط",أم,"طفل واحد","3 – 6 سنوات",أنثى,"وزن زائد","أخصائي تغذية",9,4,5,3,4,4,4,4,4,5,3,4,5,5,4,5,5,5,4,4,5,3,3,"أواجه صعوبة في تحديد الكميات المناسبة بسبب ضيق الوقت","أكثر ما أعجبني هو التقييم الشامل","سيكون أفضل لو تم وصفات صحية سريعة"
RESP_1771941830926_76,2026-02-03T08:00:29.745Z,"General Parent / العينة العامة","أكثر من 45 سنة","دبلوم متوسط",أخرى,"طفل واحد","7 – 10 سنوات",ذكر,"سمنة مفرطة","الإنترنت ومواقع التواصل الاجتماعي",0,4,2,4,3,3,3,4,2,3,3,3,2,2,3,3,2,2,1,2,2,3,3,"المشكلة الأساسية هي توفير وجبات صحية","أكثر ما أعجبني هو النصائح العملية","سيكون أفضل لو تم وصفات صحية سريعة"
RESP_1771941830926_77,2026-02-24T11:34:20.109Z,"Busy Father / أب مشغول","25 – 35 سنة",جامعي,أب,"2-3 أطفال","أقل من 3 سنوات",أنثى,"وزن زائد","إنترنت/تواصل اجتماعي",0,2,3,2,3,3,4,4,1,3,3,2,2,1,2,3,2,3,2,3,3,2,2,"بصراحة، ارتفاع الأسعار يجعل من الصعب تحديد الكميات المناسبة","أكثر ما أعجبني هو التقييم الشامل","أتمنى إضافة وصفات صحية سريعة"
RESP_1771941830926_78,2026-02-20T00:54:48.788Z,"Engaged Mother / أم مهتمة","25 – 35 سنة",ثانوي,أم,"طفل واحد","أكبر من 14 سنة",أنثى,طبيعي,"الإنترنت ومواقع التواصل الاجتماعي",5,4,4,5,5,4,3,5,3,4,3,4,3,4,5,5,3,3,4,2,3,2,4,"بصراحة، ضيق الوقت يجعل من الصعب توفير وجبات صحية","أكثر ما أعجبني هو النصائح العملية","أتمنى إضافة فيديوهات توضيحية أكثر"
RESP_1771941830926_79,2026-02-05T22:10:47.481Z,"Busy Father / أب مشغول","25 – 35 سنة",جامعي,أب,"2-3 أطفال","11 – 14 سنة",ذكر,طبيعي,"إنترنت/تواصل اجتماعي",2,2,3,2,4,4,3,4,2,1,3,3,2,1,3,2,2,1,2,2,3,2,2,"أواجه صعوبة في إقناع طفلي بأكل الخضراوات بسبب ضيق الوقت","أكثر ما أعجبني هو النصائح العملية","أتمنى إضافة تطبيق للهواتف"
RESP_1771941830926_80,2026-02-06T22:46:33.792Z,"General Parent / العينة العامة","25 – 35 سنة","دبلوم متوسط",أب,"2-3 أطفال","11 – 14 سنة",ذكر,"نحيف جداً","طبيب أطفال",0,2,4,3,3,3,4,3,3,4,3,3,3,4,2,2,1,2,1,3,2,2,1,"بصراحة، ارتفاع الأسعار يجعل من الصعب إقناع طفلي بأكل الخضراوات","استفدت كثيراً من المتابعة المستمرة و {feature}","أتمنى إضافة فيديوهات توضيحية أكثر"
RESP_1771941830927_81,2026-01-31T16:20:35.818Z,"General Parent / العينة العامة","25 – 35 سنة","دراسات عليا",أم,"2-3 أطفال","7 – 10 سنوات",ذكر,"نحيف جداً","أخصائي تغذية",6,3,4,2,4,4,3,4,3,4,4,4,3,3,4,4,2,3,4,3,3,2,2,"أواجه صعوبة في منع طفلي عن السكريات بسبب عملي لفترات طويلة","أكثر ما أعجبني هو المعلومات القيمة","أتمنى إضافة استشارات مباشرة مع أطباء"
RESP_1771941830927_82,2026-02-23T18:00:58.128Z,"Engaged Mother / أم مهتمة","25 – 35 سنة",جامعي,أم,"2-3 أطفال","أقل من 3 سنوات",ذكر,"وزن زائد","الإنترنت ومواقع التواصل الاجتماعي",10,4,5,5,5,4,5,5,4,4,4,3,4,5,4,4,5,5,5,5,5,3,4,"أواجه صعوبة في منع طفلي عن السكريات بسبب ضيق الوقت","استفدت كثيراً من النصائح العملية و {feature}","أتمنى إضافة فيديوهات توضيحية أكثر"
RESP_1771941830927_83,2026-02-23T15:31:28.162Z,"Engaged Mother / أم مهتمة","36 – 45 سنة","أقل من ثانوي",أم,"2-3 أطفال","3 – 6 سنوات",ذكر,طبيعي,"أخصائي تغذية",3,3,4,4,4,3,5,5,5,4,4,5,5,5,4,4,2,2,1,1,2,2,4,"أواجه صعوبة في تنويع الأكل بسبب تأثير الإعلانات على طفلي","استفدت كثيراً من التقييم الشامل و {feature}","سيكون أفضل لو تم وصفات صحية سريعة"
RESP_1771941830927_84,2026-02-10T20:59:12.912Z,"Engaged Mother / أم مهتمة","أقل من 25 سنة",جامعي,أم,"2-3 أطفال","11 – 14 سنة",ذكر,"وزن زائد","طبيب أطفال",9,3,4,4,5,4,4,5,4,5,4,3,5,5,4,4,5,5,5,5,5,3,4,"أواجه صعوبة في تنويع الأكل بسبب قلة الخيارات المتاحة","استفدت كثيراً من سهولة الاستخدام و {feature}","سيكون أفضل لو تم وصفات صحية سريعة"
RESP_1771941830928_85,2026-02-15T15:16:10.181Z,"Engaged Mother / أم مهتمة","36 – 45 سنة","دبلوم متوسط",أم,"2-3 أطفال","3 – 6 سنوات",ذكر,"نحيف جداً","الأهل والأصدقاء",7,5,4,5,3,3,4,3,5,5,4,3,5,5,4,5,4,3,4,4,5,2,4,"أواجه صعوبة في إقناع طفلي بأكل الخضراوات بسبب عدم تقبل الطفل للمذاق الجديد","استفدت كثيراً من التقييم الشامل و {feature}","لا يوجد، شكراً لكم"
RESP_1771941830928_86,2026-02-23T05:23:51.713Z,"Engaged Mother / أم مهتمة","أقل من 25 سنة","دراسات عليا",أم,"طفل واحد","أقل من 3 سنوات",ذكر,"وزن زائد","الإنترنت ومواقع التواصل الاجتماعي",1,4,4,3,4,5,4,5,4,4,5,5,3,4,3,4,2,2,3,2,2,3,3,"المشكلة الأساسية هي منع طفلي عن السكريات","أكثر ما أعجبني هو التقييم الشامل","أتمنى إضافة وصفات صحية سريعة"
RESP_1771941830928_87,2026-02-01T02:36:47.069Z,"General Parent / العينة العامة","أقل من 25 سنة","دبلوم متوسط",أم,"2-3 أطفال","أقل من 3 سنوات",أنثى,"لا أعلم","طبيب أطفال",0,3,3,2,4,3,3,4,3,4,4,4,3,4,3,4,2,1,2,3,1,2,2,"أواجه صعوبة في إيجاد وقت للطبخ بسبب قلة الخيارات المتاحة","أكثر ما أعجبني هو المتابعة المستمرة","أتمنى إضافة استشارات مباشرة مع أطباء"
RESP_1771941830928_88,2026-02-12T05:38:31.249Z,"General Parent / العينة العامة","25 – 35 سنة","دراسات عليا",أم,"2-3 أطفال","أقل من 3 سنوات",أنثى,"نحيف جداً","طبيب أطفال",3,3,2,3,3,4,3,4,3,4,4,3,2,4,4,4,2,2,2,2,3,1,2,"أواجه صعوبة في منع طفلي عن السكريات بسبب عملي لفترات طويلة","رائع، خاصة التقييم الشامل","سيكون أفضل لو تم وصفات صحية سريعة"
RESP_1771941830928_89,2026-02-12T04:20:57.126Z,"Engaged Mother / أم مهتمة","أقل من 25 سنة","أقل من ثانوي",أم,"2-3 أطفال","3 – 6 سنوات",أنثى,"وزن زائد","الأهل والأصدقاء",0,4,5,4,4,3,3,4,4,4,4,4,3,4,4,5,2,2,2,2,2,3,2,"أواجه صعوبة في منع طفلي عن السكريات بسبب ارتفاع الأسعار","رائع، خاصة المتابعة المستمرة","سيكون أفضل لو تم تطبيق للهواتف"
RESP_1771941830928_90,2026-02-05T07:26:40.924Z,"Engaged Mother / أم مهتمة","أكثر من 45 سنة",جامعي,أم,"2-3 أطفال","3 – 6 سنوات",ذكر,"نحيف جداً","الإنترنت ومواقع التواصل الاجتماعي",0,3,5,5,5,5,4,5,5,4,3,4,4,5,4,4,3,1,2,1,1,3,3,"بصراحة، تأثير الإعلانات على طفلي يجعل من الصعب توفير وجبات صحية","أكثر ما أعجبني هو النصائح العملية","لا يوجد، شكراً لكم"
RESP_1771941830928_91,2026-02-09T06:20:44.726Z,"Engaged Mother / أم مهتمة","أقل من 25 سنة","دراسات عليا",أم,"طفل واحد","3 – 6 سنوات",أنثى,"وزن زائد","طبيب أطفال",0,3,4,4,4,3,5,4,3,4,4,4,4,4,4,3,2,2,1,3,2,3,3,"بصراحة، عدم تقبل الطفل للمذاق الجديد يجعل من الصعب منع طفلي عن السكريات","رائع، خاصة النصائح العملية","سيكون أفضل لو تم نظام تنبيهات للوجبات"
RESP_1771941830929_92,2026-02-22T07:25:56.018Z,"General Parent / العينة العامة","25 – 35 سنة",ثانوي,أخرى,"طفل واحد","7 – 10 سنوات",ذكر,"وزن زائد","طبيب أطفال",7,2,3,4,3,3,4,3,3,4,4,3,4,2,3,4,4,4,4,4,4,1,1,"أواجه صعوبة في إقناع طفلي بأكل الخضراوات بسبب ضيق الوقت","رائع، خاصة النصائح العملية","أتمنى إضافة تطبيق للهواتف"
RESP_1771941830929_93,2026-02-09T21:03:40.363Z,"General Parent / العينة العامة","25 – 35 سنة",جامعي,أم,"طفل واحد","3 – 6 سنوات",أنثى,طبيعي,"طبيب أطفال",0,4,2,4,2,3,3,2,3,3,4,3,3,3,4,3,2,2,2,2,1,2,2,"أواجه صعوبة في إيجاد وقت للطبخ بسبب قلة الخيارات المتاحة","أكثر ما أعجبني هو المعلومات القيمة","سيكون أفضل لو تم وصفات صحية سريعة"
RESP_1771941830929_94,2026-02-13T04:44:16.038Z,"Engaged Mother / أم مهتمة","25 – 35 سنة",جامعي,أم,"2-3 أطفال","11 – 14 سنة",أنثى,"وزن زائد","الإنترنت ومواقع التواصل الاجتماعي",2,4,3,4,5,5,3,4,4,3,3,5,3,3,5,4,3,3,1,1,1,2,4,"بصراحة، عدم تقبل الطفل للمذاق الجديد يجعل من الصعب تحديد الكميات المناسبة","استفدت كثيراً من النصائح العملية و {feature}","أتمنى إضافة وصفات صحية سريعة"
RESP_1771941830929_95,2026-02-08T09:24:15.012Z,"General Parent / العينة العامة","أكثر من 45 سنة",ثانوي,أم,"طفل واحد","11 – 14 سنة",أنثى,طبيعي,"طبيب أطفال",1,4,3,3,2,4,4,3,3,3,2,3,3,3,4,4,1,3,2,2,1,2,1,"المشكلة الأساسية هي إيجاد وقت للطبخ","رائع، خاصة المعلومات القيمة","لا يوجد، شكراً لكم"
RESP_1771941830930_96,2026-02-20T23:32:18.947Z,"Engaged Mother / أم مهتمة","25 – 35 سنة","دبلوم متوسط",أم,"2-3 أطفال","11 – 14 سنة",ذكر,"وزن زائد","طبيب أطفال",5,3,4,5,5,5,4,4,4,3,4,4,4,3,4,4,3,3,3,3,3,3,2,"المشكلة الأساسية هي إقناع طفلي بأكل الخضراوات","استفدت كثيراً من سهولة الاستخدام و {feature}","سيكون أفضل لو تم فيديوهات توضيحية أكثر"
RESP_1771941830930_97,2026-01-30T09:55:38.870Z,"General Parent / العينة العامة","36 – 45 سنة",جامعي,أم,"2-3 أطفال","11 – 14 سنة",ذكر,طبيعي,"طبيب أطفال",3,3,4,3,3,3,3,3,3,4,3,4,3,3,4,3,2,1,3,2,1,2,2,"أواجه صعوبة في تحديد الكميات المناسبة بسبب عدم تقبل الطفل للمذاق الجديد","رائع، خاصة المعلومات القيمة","سيكون أفضل لو تم تطبيق للهواتف"
RESP_1771941830930_98,2026-02-06T21:33:36.708Z,"Engaged Mother / أم مهتمة","25 – 35 سنة","دراسات عليا",أم,"2-3 أطفال","3 – 6 سنوات",ذكر,"لا أعلم","طبيب أطفال",10,4,3,4,4,4,4,4,4,3,3,3,3,4,5,5,5,5,5,4,5,3,3,"بصراحة، عملي لفترات طويلة يجعل من الصعب إقناع طفلي بأكل الخضراوات","رائع، خاصة التقييم الشامل","لا يوجد، شكراً لكم"
RESP_1771941830930_99,2026-02-04T02:20:16.053Z,"General Parent / العينة العامة","25 – 35 سنة",جامعي,أم,"طفل واحد","3 – 6 سنوات",أنثى,طبيعي,"أخصائي تغذية",6,4,3,3,2,3,4,3,4,3,2,4,4,3,3,4,3,3,3,4,3,3,1,"المشكلة الأساسية هي إقناع طفلي بأكل الخضراوات","رائع، خاصة المعلومات القيمة","أتمنى إضافة تطبيق للهواتف"
RESP_1771941830930_100,2026-02-06T00:52:38.370Z,"General Parent / العينة العامة","25 – 35 سنة","دبلوم متوسط",أم,"طفل واحد","أقل من 3 سنوات",ذكر,طبيعي,"الكتب والمجلات العلمية",0,3,3,2,2,2,3,3,4,4,2,2,3,3,3,3,2,3,2,3,3,2,3,"أواجه صعوبة في تحديد الكميات المناسبة بسبب عملي لفترات طويلة","أكثر ما أعجبني هو المعلومات القيمة","سيكون أفضل لو تم تطبيق للهواتف"
